image_path,caption
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000089.jpg,Image 90 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000090.jpg,Image 91 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000091.jpg,Image 92 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000092.jpg,Image 93 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000093.jpg,Image 94 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000094.jpg,Image 95 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000095.jpg,Image 96 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000096.jpg,Image 97 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000097.jpg,Image 98 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000098.jpg,Image 99 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000099.jpg,Image 100 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000100.jpg,Image 101 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000101.jpg,Image 102 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000102.jpg,Image 103 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000103.jpg,Image 104 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000104.jpg,Image 105 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000105.jpg,Image 106 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000106.jpg,Image 107 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000107.jpg,Image 108 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000108.jpg,Image 109 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000109.jpg,Image 110 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000110.jpg,Image 111 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000111.jpg,Image 112 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000112.jpg,Image 113 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000113.jpg,Image 114 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000114.jpg,Image 115 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000115.jpg,Image 116 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000116.jpg,Image 117 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000117.jpg,Image 118 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000118.jpg,Image 119 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000119.jpg,Image 120 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000120.jpg,Image 121 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000121.jpg,Image 122 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000122.jpg,Image 123 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000123.jpg,Image 124 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000124.jpg,Image 125 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000125.jpg,Image 126 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000126.jpg,Image 127 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000127.jpg,Image 128 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000128.jpg,Image 129 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000129.jpg,Image 130 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000130.jpg,Image 131 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000131.jpg,Image 132 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000132.jpg,Image 133 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000133.jpg,Image 134 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000134.jpg,Image 135 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000135.jpg,Image 136 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000136.jpg,Image 137 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000137.jpg,Image 138 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000138.jpg,Image 139 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000139.jpg,Image 140 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000140.jpg,Image 141 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000141.jpg,Image 142 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000142.jpg,Image 143 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000143.jpg,Image 144 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000144.jpg,Image 145 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000145.jpg,Image 146 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000146.jpg,Image 147 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000147.jpg,Image 148 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000148.jpg,Image 149 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000149.jpg,Image 150 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000150.jpg,Image 151 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000151.jpg,Image 152 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000152.jpg,Image 153 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000153.jpg,Image 154 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000154.jpg,Image 155 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000155.jpg,Image 156 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000156.jpg,Image 157 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000157.jpg,Image 158 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000158.jpg,Image 159 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000159.jpg,Image 160 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000160.jpg,Image 161 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000161.jpg,Image 162 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000162.jpg,Image 163 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000163.jpg,Image 164 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000164.jpg,Image 165 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000165.jpg,Image 166 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000166.jpg,Image 167 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000167.jpg,Image 168 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000168.jpg,Image 169 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000169.jpg,Image 170 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000170.jpg,Image 171 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000171.jpg,Image 172 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000172.jpg,Image 173 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000173.jpg,Image 174 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000174.jpg,Image 175 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000175.jpg,Image 176 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000176.jpg,Image 177 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000177.jpg,Image 178 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000178.jpg,Image 179 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000179.jpg,Image 180 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000180.jpg,Image 181 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000181.jpg,Image 182 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000182.jpg,Image 183 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000183.jpg,Image 184 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000184.jpg,Image 185 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000185.jpg,Image 186 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000186.jpg,Image 187 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000187.jpg,Image 188 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000188.jpg,Image 189 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000189.jpg,Image 190 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000190.jpg,Image 191 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000191.jpg,Image 192 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000192.jpg,Image 193 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000193.jpg,Image 194 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000194.jpg,Image 195 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000195.jpg,Image 196 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000196.jpg,Image 197 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000197.jpg,Image 198 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000198.jpg,Image 199 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000199.jpg,Image 200 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000200.jpg,Image 201 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000201.jpg,Image 202 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000202.jpg,Image 203 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000203.jpg,Image 204 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000204.jpg,Image 205 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000205.jpg,Image 206 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000206.jpg,Image 207 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000207.jpg,Image 208 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000208.jpg,Image 209 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000209.jpg,Image 210 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000210.jpg,Image 211 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000211.jpg,Image 212 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000212.jpg,Image 213 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000213.jpg,Image 214 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000214.jpg,Image 215 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000215.jpg,Image 216 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000216.jpg,Image 217 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000217.jpg,Image 218 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000218.jpg,Image 219 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000219.jpg,Image 220 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000220.jpg,Image 221 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000221.jpg,Image 222 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000222.jpg,Image 223 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000223.jpg,Image 224 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000224.jpg,Image 225 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000225.jpg,Image 226 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000226.jpg,Image 227 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000227.jpg,Image 228 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000228.jpg,Image 229 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000229.jpg,Image 230 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000230.jpg,Image 231 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000231.jpg,Image 232 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000232.jpg,Image 233 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000233.jpg,Image 234 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000234.jpg,Image 235 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000235.jpg,Image 236 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000236.jpg,Image 237 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000237.jpg,Image 238 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000238.jpg,Image 239 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000239.jpg,Image 240 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000240.jpg,Image 241 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000241.jpg,Image 242 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000242.jpg,Image 243 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000243.jpg,Image 244 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000244.jpg,Image 245 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000245.jpg,Image 246 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000246.jpg,Image 247 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000247.jpg,Image 248 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000248.jpg,Image 249 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000249.jpg,Image 250 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000250.jpg,Image 251 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000251.jpg,Image 252 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000252.jpg,Image 253 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000253.jpg,Image 254 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000254.jpg,Image 255 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000255.jpg,Image 256 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000256.jpg,Image 257 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000257.jpg,Image 258 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000258.jpg,Image 259 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000259.jpg,Image 260 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000260.jpg,Image 261 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000261.jpg,Image 262 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000262.jpg,Image 263 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000263.jpg,Image 264 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000264.jpg,Image 265 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000265.jpg,Image 266 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000266.jpg,Image 267 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000267.jpg,Image 268 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000268.jpg,Image 269 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000269.jpg,Image 270 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000270.jpg,Image 271 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000271.jpg,Image 272 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000272.jpg,Image 273 from COCO dataset
/home/swq/Code/Qwen2.5-VL/coco_2014_caption/image_000273.jpg,Image 274 from COCO dataset
